	is_empowering	power	agency	sentiment	concreteness	anger_count	anger_binary	anger_normalized	social_count	social_binary	social_normalized	relig_count	relig_binary	relig_normalized	sexual_count	sexual_binary	sexual_normalized	humans_count	humans_binary	humans_normalized
nobs	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0	5206.0
missing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mean	0.49980791394544755	0.6047599893644445	0.4662771385316518	0.6483322850667096	2.3778179758649496	0.02228198232808298	0.01920860545524395	0.00021325910721080153	2.6160199769496733	0.8250096043027276	0.01863337245453106	0.009028044563964657	0.0074913561275451405	7.21945580316575e-05	0.024587014982712256	0.020361121782558587	0.0002029554086149703	0.06607760276603919	0.04706108336534767	0.000499644318048328
std_err	9.605224578031985e-05	2.7872781305899274e-05	2.2388912939744147e-05	3.0209389416102132e-05	6.296760862860786e-05	3.424311739269106e-05	2.6367793731211725e-05	3.5885821772741963e-07	0.0004948581561516514	7.299181451626107e-05	3.0147319446963224e-06	2.204806785083336e-05	1.6564751370567333e-05	1.948385887355239e-07	3.678195492730331e-05	2.7131350262483773e-05	3.4467916044017365e-07	6.979895861228249e-05	4.0681882687542876e-05	5.50230736151243e-07
upper_ci	0.4999961728878112	0.6048146190119531	0.46632101999466674	0.6483914943819601	2.3779413901100543	0.02234909760489103	0.019260285381308907	0.0002139624563931035	2.616989881113186	0.8251526656303457	0.01863928122056571	0.009071257982880986	0.007523822443644313	7.257643464837773e-05	0.024659106289650744	0.020414298251924996	0.00020363096735565456	0.06621440621107766	0.04714081839023854	0.0005007227504743713
lower_ci	0.4996196550030839	0.604705359716936	0.4662332570686369	0.6482730757514591	2.377694561619845	0.022214867051274928	0.019156925529178994	0.00021255575802849955	2.6150500727861603	0.8248665429751095	0.018627463688496413	0.008984831145048328	0.007458889811445968	7.181268141493726e-05	0.024514923675773768	0.020307945313192178	0.00020227984987428605	0.06594079932100072	0.04698134834045681	0.0004985658856222846
std	0.5000479915323451	0.14510569947851162	0.11655668076430803	0.1572700813002277	0.3278093705205325	0.17826966914634965	0.13727073416468824	0.0018682158814889466	2.5762315609254975	0.37999538637165514	0.015694694504089054	0.11478224123143847	0.08623609563517354	0.0010143296929571374	0.19148685735154103	0.1412458094664905	0.0017943997092515441	0.36337337853554263	0.2117898812713482	0.0028645012124033707
iqr	1.0	0.15793333333333337	0.1131147186147185	0.14838392857142846	0.32279006085192696	0.0	0.0	0.0	3.0	0.0	0.020034020034020036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iqr_normal	0.741301109252801	0.1170761551879924	0.08385206638190928	0.1099971708452883	0.2392846301653126	0.0	0.0	0.0	2.223903327758403	0.0	0.01485124127401189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mad	0.4999999262058953	0.10695028309185736	0.07964459374825862	0.106632862053834	0.21917350625226945	0.043707953041564225	0.03767926986341744	0.00041832539432130336	1.9193935187228184	0.28873751422196886	0.01232431281243081	0.017920824534001296	0.014870471421830863	0.00014330744577394325	0.04817279155275933	0.03989309300462881	0.00039764601764746393	0.1259358383873686	0.08969267559565496	0.0009522610302872664
mad_normal	0.6266569761705554	0.13404230178891974	0.09981969530544223	0.1336444735144837	0.2746932539109765	0.05477979546011446	0.04722396160354696	0.0005242931307009708	2.4056030320870514	0.36187880854772886	0.015446235480518086	0.022460422740814286	0.018637372061526748	0.0001796092477710575	0.06037564068702597	0.04999857744394337	0.0004983753755647754	0.15783716664556913	0.11241309833768731	0.0011934822116736548
coef_var	1.0004803397069135	0.2399393181268595	0.24997296914739459	0.24257635308728384	0.1378614233081863	8.00061980668876	7.1463144206136695	8.76030996248268	0.9847904769937691	0.4605951062749329	0.8422895287681854	12.713964847890821	11.511413176325986	14.049946708065603	7.788129526344708	6.937034755495751	8.841349543217772	5.499191304232659	4.500318864892403	5.733080731494084
range	1.0	0.981	0.93	1.0	4.87	5.0	1.0	0.05	36.0	1.0	0.13043478260869565	4.0	1.0	0.029411764705882353	4.0	1.0	0.043478260869565216	9.0	1.0	0.05555555555555555
max	1.0	0.981	0.93	1.0	4.87	5.0	1.0	0.05	36.0	1.0	0.13043478260869565	4.0	1.0	0.029411764705882353	4.0	1.0	0.043478260869565216	9.0	1.0	0.05555555555555555
min	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skew	0.0007683442749092667	-2.043639325154483	-1.302925405811518	-2.123528874078009	-0.9721262809363901	11.696690400168627	7.005682322386129	12.306608747061915	2.1526834427564894	-1.7107619479821419	1.0874521431188673	17.17026977403434	11.423428880476958	19.290850703245493	10.832516412471836	6.792200811290503	13.255783717539918	9.57208542105411	4.277658798505627	8.537934681444748
kurtosis	1.0000005903529248	8.730492483802932	8.184777696741056	9.167158358151639	17.135589920765913	204.1071856178838	50.07958480219349	200.15116911443977	14.328653782081478	3.926706442663654	4.757281802073465	403.05860463798047	131.494727387315	445.7286391227428	160.9866669396701	47.13399186089534	225.2100417484822	146.67873807667195	19.298364796432587	97.80742647404577
jarque_bera	867.6666666667423	10747.004120026613	7304.100041583916	12162.808543749205	44163.153182129776	8891707.084949808	523377.75768815767	8562653.95618707	31859.544427313765	2725.6903663149847	1695.908292338546	34972641.16357409	3694714.224911732	42840433.3418564	5516008.748713799	462541.2140558394	10863222.644839613	4557436.314479425	73497.90762027592	2012993.9180021293
jarque_bera_pval	3.877727330665001e-189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mode	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mode_freq	0.5001920860545525	0.025547445255474453	0.025547445255474453	0.025547445255474453	0.0044179792547061085	0.9807913945447561	0.9807913945447561	0.9807913945447561	0.24644640799077988	0.8250096043027276	0.17499039569727237	0.9925086438724549	0.9925086438724549	0.9925086438724549	0.9796388782174414	0.9796388782174414	0.9796388782174414	0.9529389166346524	0.9529389166346524	0.9529389166346524
median	0.0	0.6704999999999999	0.4768	0.68175	2.371547619047619	0.0	0.0	0.0	2.0	1.0	0.015873015873015872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1%	0.0	0.0	0.0	0.0	1.6204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5%	0.0	0.376125	0.31	0.385	1.9649999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10%	0.0	0.4486190476190476	0.356125	0.5002222222222222	2.071755952380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25%	0.0	0.5346666666666666	0.4155519480519481	0.5953571428571429	2.214	0.0	0.0	0.0	1.0	1.0	0.006993006993006993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50%	0.0	0.6704999999999999	0.4768	0.68175	2.371547619047619	0.0	0.0	0.0	2.0	1.0	0.015873015873015872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75%	1.0	0.6926	0.5286666666666666	0.7437410714285714	2.536790060851927	0.0	0.0	0.0	4.0	1.0	0.02702702702702703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90%	1.0	0.7205857142857143	0.5846	0.7889027777777777	2.7157085020242917	0.0	0.0	0.0	6.0	1.0	0.040268456375838924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95%	1.0	0.7444583333333333	0.62	0.8168571428571428	2.8234965034965036	0.0	0.0	0.0	8.0	1.0	0.04838709677419355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99%	1.0	0.802	0.7249249999999997	0.885	3.269142857142854	1.0	1.0	0.008403361344537815	11.0	1.0	0.06424417670682726	0.0	0.0	0.0	1.0	1.0	0.007089701328538599	2.0	1.0	0.013510483577748141
